"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1","st_percent_white_occp","st_percent_nonwhite_occp","st_race_ratio_in_percent_occp","st_percent_white_occb","st_percent_nonwhite_occb","st_race_ratio_in_percent_occb","st_percent_white_occw","st_percent_nonwhite_occw","st_race_ratio_in_percent_occw","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed"
1996,17,0.958,0.927,0.968,0.616,0.74,1.201,0.853,0.9,1.055,0.779,0.783,1.004,0.203,0.228,1.124,NA,NA,NA,0.822,0.656,1.253,49200,30100,1.635,0.803,0.511,1.57,0.686,0.641,1.07,0.929,0.739,1.256,0.411,0.422,0.973,0.168,0.471,0.358,0.421,0.107,3.934,0.676,0.638,0.944,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,0.35,0.866,0.239,0.369,0.648,0.458,0.281,1.63,0.954115629196167,0.903372704982758,1.0561705827713
1996,18,0.956,0.948,0.992,0.607,0.75,1.236,0.887,0.923,1.04,0.788,0.798,1.013,0.128,0.151,1.177,NA,NA,NA,0.797,0.753,1.058,40000,30165,1.326,0.783,0.709,1.105,0.68,0.624,1.091,0.912,0.824,1.106,0.322,0.321,1.003,0.156,0.49,0.319,0.522,0.189,2.758,0.514,0.615,1.196,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,0.364,0.849,0.363,0.392,0.925,0.328,0.244,1.347,0.953635096549988,0.930698215961456,1.02464485168457
1996,19,0.968,0.958,0.989,0.668,0.771,1.154,0.874,0.883,1.01,0.811,0.791,0.975,0.167,0.201,1.208,NA,NA,NA,0.809,0.682,1.186,42640,21828,1.953,0.808,0.35,2.309,0.725,0.597,1.215,0.889,0.712,1.25,0.343,0.391,0.877,0.125,0.467,0.268,0.531,0.142,3.75,0.436,0.669,1.534,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,0.375,0.764,0.342,0.367,0.931,0.372,0.258,1.441,0.968369364738464,0.845216751098633,1.14570534229279
1996,20,0.957,0.951,0.994,0.589,0.774,1.314,0.878,0.906,1.032,0.805,0.84,1.044,0.213,0.24,1.13,NA,NA,NA,0.829,0.785,1.056,39324,30100,1.306,0.715,0.477,1.5,0.676,0.722,0.936,0.912,0.773,1.179,0.4,0.439,0.911,0.165,0.453,0.365,0.435,0.108,4.018,0.582,0.67,1.153,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,0.444,0.6,0.294,0.292,1.007,0.439,0.264,1.666,0.960680603981018,0.914396464824677,1.05061709880829
1996,21,0.955,0.928,0.972,0.542,0.654,1.207,0.828,0.876,1.058,0.696,0.697,1.001,0.14,0.174,1.237,NA,NA,NA,0.693,0.742,0.933,35000,25000,1.4,0.777,0.429,1.809,0.594,0.619,0.959,0.87,0.693,1.256,0.394,0.401,0.983,0.159,0.487,0.328,0.446,0.112,3.982,0.538,0.575,1.07,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,0.61,0.466,0.296,0.225,1.312,0.42,0.165,2.554,0.948143541812897,0.869108498096466,1.09093809127808
1996,22,0.935,0.948,1.013,0.548,0.669,1.22,0.777,0.831,1.069,0.722,0.689,0.955,0.158,0.18,1.141,NA,NA,NA,0.756,0.593,1.274,36893,21000,1.757,0.762,0.45,1.696,0.637,0.531,1.2,0.893,0.628,1.422,0.383,0.376,1.018,0.151,0.554,0.272,0.466,0.07,6.666,0.663,0.694,1.047,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,0.456,0.665,0.253,0.338,0.748,0.443,0.205,2.159,0.963993072509766,0.882604777812958,1.09221374988556
1996,23,0.934,0.932,0.998,0.602,0.757,1.258,0.879,0.896,1.019,0.819,0.783,0.956,0.173,0.169,0.973,NA,NA,NA,0.801,0.773,1.037,38420,32306,1.189,0.795,0.699,1.137,0.675,0.882,0.766,0.89,0.673,1.322,0.361,0.384,0.939,0.181,0.49,0.369,0.459,0.126,3.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,0.553,0.58,0.307,0.099,3.106,0.372,0.348,1.068,0.934326648712158,0.884391009807587,1.05646336078644
1996,24,0.944,0.903,0.957,0.628,0.737,1.172,0.892,0.906,1.015,0.797,0.797,1,0.266,0.3,1.126,NA,NA,NA,0.829,0.73,1.136,57014,38714,1.473,0.758,0.466,1.625,0.671,0.703,0.955,0.953,0.791,1.204,0.49,0.514,0.954,0.22,0.45,0.49,0.289,0.036,8.044,0.616,0.637,1.034,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,0.437,0.622,0.143,0.224,0.638,0.585,0.338,1.729,0.942388117313385,0.884235560894012,1.06576585769653
1996,25,0.954,0.939,0.984,0.6,0.706,1.176,0.884,0.897,1.014,0.809,0.798,0.986,0.268,0.303,1.13,NA,NA,NA,0.827,0.639,1.294,50560,22172,2.28,0.723,0.285,2.54,0.663,0.572,1.158,0.931,0.657,1.417,0.459,0.482,0.952,0.18,0.424,0.425,0.361,0.094,3.853,0.597,0.686,1.149,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.345,0.835,0.225,0.328,0.685,0.487,0.327,1.491,0.95274007320404,0.896754801273346,1.06243097782135
1996,26,0.954,0.945,0.991,0.581,0.725,1.249,0.855,0.903,1.057,0.792,0.774,0.977,0.163,0.202,1.241,NA,NA,NA,0.801,0.685,1.17,47730,26338,1.812,0.803,0.5,1.606,0.655,0.62,1.056,0.914,0.707,1.293,0.4,0.384,1.042,0.136,0.473,0.287,0.464,0.144,3.231,0.703,0.648,0.922,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277,0.4,0.691,0.31,0.331,0.938,0.413,0.269,1.534,0.959509968757629,0.892086625099182,1.07557940483093
1996,27,0.965,0.933,0.966,0.677,0.802,1.185,0.9,0.915,1.016,0.819,0.806,0.983,0.206,0.238,1.151,NA,NA,NA,0.821,0.689,1.192,48050,21380,2.247,0.83,0.308,2.699,0.741,0.716,1.035,0.923,0.73,1.264,0.414,0.411,1.007,0.18,0.463,0.388,0.407,0.126,3.22,0.654,0.738,1.128,NA,NA,NA,NA,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.291,1.07,0.273,0.345,0.789,0.416,0.363,1.144,0.953311026096344,0.865503549575806,1.10145246982574
1996,28,0.939,0.94,1,0.524,0.671,1.28,0.734,0.8,1.09,0.715,0.661,0.925,0.133,0.141,1.061,NA,NA,NA,0.753,0.584,1.288,35000,20000,1.75,0.835,0.647,1.29,0.611,0.556,1.099,0.879,0.601,1.464,0.312,0.336,0.928,0.149,0.489,0.304,0.539,0.175,3.084,0.536,0.648,1.21,NA,NA,NA,NA,NA,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.398,0.686,0.32,0.437,0.731,0.407,0.165,2.472,0.96521532535553,0.892259418964386,1.08176529407501
1996,29,0.949,0.94,0.99,0.633,0.763,1.206,0.892,0.921,1.032,0.79,0.797,1.009,0.212,0.207,0.976,NA,NA,NA,0.8,0.753,1.062,42002,27150,1.547,0.796,0.504,1.579,0.692,0.701,0.987,0.926,0.779,1.188,0.366,0.363,1.008,0.174,0.524,0.332,0.46,0.113,4.065,0.588,0.659,1.121,NA,NA,NA,NA,NA,NA,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,0.481,0.677,0.299,0.226,1.323,0.375,0.293,1.281,0.954655289649963,0.876417934894562,1.08926939964294
1996,30,0.96,0.935,0.974,0.582,0.689,1.183,0.817,0.877,1.074,0.801,0.797,0.994,0.164,0.203,1.238,NA,NA,NA,0.803,0.748,1.074,34274,21317,1.608,0.773,0.432,1.789,0.645,0.535,1.204,0.881,0.582,1.514,0.391,0.371,1.053,0.184,0.547,0.337,0.425,0.082,5.21,0.59,0.719,1.219,NA,NA,NA,NA,NA,NA,"Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,0.356,0.976,0.267,0.304,0.879,0.385,0.34,1.133,0.956960499286652,0.821906685829163,1.16431772708893
1996,31,0.975,0.963,0.987,0.647,0.791,1.222,0.895,0.912,1.019,0.818,0.806,0.986,0.19,0.22,1.155,NA,NA,NA,0.836,0.517,1.618,39633,30690,1.291,0.735,0.374,1.965,0.722,0.644,1.121,0.92,0.73,1.26,0.38,0.416,0.913,0.147,0.459,0.319,0.473,0.125,3.794,0.449,0.645,1.438,NA,NA,NA,NA,NA,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.359,0.803,0.303,0.411,0.737,0.409,0.23,1.777,0.971685171127319,0.933669209480286,1.0407167673111
1996,32,0.953,0.962,1.01,0.574,0.755,1.315,0.879,0.898,1.021,0.803,0.787,0.98,0.142,0.182,1.28,NA,NA,NA,0.863,0.567,1.523,50012,26880,1.861,0.671,0.523,1.282,0.659,0.69,0.955,0.928,0.784,1.184,0.375,0.402,0.933,0.287,0.525,0.547,0.338,0.073,4.622,0.5,0.57,1.141,NA,NA,NA,NA,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.526,0.655,0.205,0.291,0.707,0.45,0.183,2.458,0.967750728130341,0.929099082946777,1.04160118103027
1996,33,0.958,0.945,0.987,0.629,0.758,1.205,0.936,0.958,1.023,0.845,0.786,0.929,0.248,0.225,0.908,NA,NA,NA,0.817,0.755,1.082,45140,53424,0.845,0.701,0.31,2.265,0.696,0.669,1.041,0.948,0.929,1.02,0.417,0.465,0.895,0.147,0.415,0.354,0.436,0.12,3.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,0.207,1.289,0.296,0.318,0.931,0.437,0.475,0.92,0.949826538562775,1,0.949826538562775
1996,34,0.935,0.924,0.988,0.577,0.73,1.266,0.919,0.924,1.006,0.798,0.8,1.003,0.226,0.271,1.201,NA,NA,NA,0.831,0.708,1.174,57114,41097,1.39,0.785,0.446,1.759,0.651,0.649,1.004,0.957,0.826,1.159,0.447,0.452,0.987,0.212,0.471,0.45,0.341,0.076,4.484,0.645,0.675,1.046,NA,NA,NA,NA,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,0.387,0.807,0.199,0.278,0.716,0.489,0.335,1.458,0.940436780452728,0.898381769657135,1.04681193828583
1996,35,0.924,0.904,0.978,0.541,0.677,1.251,0.73,0.766,1.049,0.696,0.724,1.039,0.15,0.194,1.297,NA,NA,NA,0.863,0.539,1.6,35300,22666,1.557,0.704,0.687,1.025,0.647,0.56,1.154,0.848,0.651,1.302,0.425,0.438,0.97,0.141,0.501,0.282,0.434,0.061,7.082,0.431,0.6,1.393,NA,NA,NA,NA,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268,0.363,0.739,0.179,0.364,0.49,0.553,0.273,2.028,0.947937250137329,0.870106995105743,1.0894490480423
1996,36,0.933,0.915,0.981,0.524,0.686,1.309,0.813,0.858,1.056,0.759,0.772,1.018,0.213,0.238,1.12,NA,NA,NA,0.826,0.634,1.302,48100,24150,1.992,0.719,0.273,2.635,0.617,0.565,1.091,0.919,0.669,1.373,0.435,0.446,0.975,0.224,0.46,0.488,0.341,0.095,3.607,0.556,0.669,1.202,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,0.447,0.635,0.214,0.26,0.823,0.502,0.293,1.714,0.941449463367462,0.882387459278107,1.06693434715271
1996,37,0.953,0.959,1.006,0.612,0.751,1.226,0.854,0.893,1.046,0.749,0.692,0.924,0.181,0.194,1.071,NA,NA,NA,0.745,0.65,1.145,42126,26806,1.572,0.813,0.501,1.623,0.682,0.673,1.014,0.925,0.738,1.253,0.351,0.393,0.892,0.146,0.423,0.346,0.503,0.184,2.733,0.539,0.616,1.144,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248,0.357,0.693,0.323,0.454,0.711,0.43,0.189,2.277,0.970479011535645,0.913752973079681,1.06208026409149
1996,38,0.97,0.953,0.982,0.656,0.737,1.124,0.862,0.898,1.042,0.79,0.723,0.915,0.173,0.165,0.954,NA,NA,NA,0.756,0.792,0.954,36900,37625,0.981,0.741,0.645,1.149,0.698,0.619,1.129,0.891,0.66,1.35,0.345,0.362,0.952,0.138,0.524,0.263,0.517,0.113,4.559,0.461,0.689,1.494,NA,NA,NA,NA,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324,0.324,1.001,0.321,0.386,0.831,0.355,0.291,1.223,0.963058531284332,0.93341875076294,1.03175401687622
1996,39,0.953,0.935,0.982,0.571,0.728,1.275,0.872,0.9,1.032,0.8,0.801,1.002,0.171,0.219,1.276,NA,NA,NA,0.814,0.713,1.141,45860,25637,1.789,0.787,0.534,1.474,0.654,0.595,1.099,0.913,0.718,1.271,0.385,0.424,0.906,0.166,0.469,0.354,0.45,0.107,4.202,0.547,0.65,1.188,NA,NA,NA,NA,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,0.407,0.718,0.284,0.335,0.85,0.423,0.259,1.637,0.950615763664246,0.89415979385376,1.06313860416412
1996,40,0.943,0.964,1.022,0.533,0.697,1.307,0.81,0.849,1.048,0.781,0.794,1.016,0.141,0.197,1.399,NA,NA,NA,0.823,0.631,1.303,35048,20740,1.69,0.753,0.483,1.558,0.631,0.513,1.231,0.877,0.639,1.372,0.357,0.399,0.895,0.153,0.492,0.31,0.49,0.109,4.502,0.535,0.628,1.174,NA,NA,NA,NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,0.431,0.675,0.307,0.325,0.945,0.402,0.244,1.648,0.966024279594421,0.893790900707245,1.08081686496735
1996,41,0.94,0.931,0.99,0.645,0.773,1.199,0.876,0.9,1.028,0.833,0.788,0.946,0.18,0.205,1.142,NA,NA,NA,0.84,0.548,1.532,40302,33000,1.221,0.671,0.445,1.506,0.703,0.754,0.933,0.904,0.761,1.187,0.347,0.437,0.795,0.15,0.452,0.332,0.502,0.111,4.513,0.619,0.68,1.099,NA,NA,NA,NA,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282,0.352,0.802,0.308,0.427,0.722,0.409,0.221,1.85,0.939210712909698,0.90351790189743,1.03950428962708
1996,42,0.956,0.919,0.962,0.553,0.706,1.276,0.869,0.889,1.024,0.782,0.757,0.969,0.176,0.219,1.241,NA,NA,NA,0.792,0.624,1.27,43273,27900,1.551,0.775,0.543,1.427,0.635,0.553,1.15,0.911,0.68,1.341,0.394,0.407,0.969,0.16,0.499,0.321,0.446,0.094,4.765,0.642,0.592,0.921,NA,NA,NA,NA,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,0.415,0.742,0.28,0.276,1.015,0.412,0.309,1.332,0.945809066295624,0.86247581243515,1.09662091732025
1996,44,0.951,0.946,0.995,0.53,0.732,1.381,0.877,0.911,1.038,0.738,0.753,1.02,0.17,0.251,1.476,NA,NA,NA,0.776,0.492,1.575,43019,23942,1.797,0.694,0.187,3.72,0.624,0.675,0.925,0.916,0.73,1.256,0.402,0.431,0.933,0.201,0.474,0.424,0.397,0.096,4.149,0.48,0.703,1.466,NA,NA,NA,NA,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,0.389,0.794,0.251,0.401,0.625,0.441,0.21,2.097,0.9524946808815,0.915153086185455,1.04080367088318
1996,45,0.943,0.952,1.009,0.559,0.711,1.271,0.765,0.841,1.1,0.683,0.703,1.03,0.14,0.169,1.205,NA,NA,NA,0.735,0.596,1.233,40000,21193,1.887,0.829,0.503,1.647,0.639,0.611,1.046,0.904,0.61,1.483,0.345,0.391,0.881,0.144,0.434,0.333,0.511,0.174,2.929,0.54,0.585,1.084,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252,0.354,0.713,0.338,0.383,0.881,0.41,0.263,1.561,0.966802597045898,0.903180837631226,1.07044184207916
1996,46,0.956,0.959,1.002,0.664,0.784,1.181,0.833,0.877,1.052,0.786,0.754,0.959,0.176,0.191,1.081,NA,NA,NA,0.775,0.692,1.12,36888,17395,2.121,0.751,0.369,2.035,0.729,0.633,1.151,0.886,0.458,1.936,0.354,0.386,0.918,0.116,0.445,0.26,0.53,0.169,3.138,0.477,0.683,1.431,NA,NA,NA,NA,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.409,0.636,0.363,0.365,0.994,0.377,0.226,1.667,0.959077596664429,0.93497908115387,1.02577435970306
1996,47,0.953,0.947,0.993,0.612,0.743,1.215,0.825,0.867,1.051,0.762,0.741,0.973,0.158,0.183,1.158,NA,NA,NA,0.756,0.733,1.032,35470,29000,1.223,0.758,0.485,1.562,0.672,0.683,0.983,0.873,0.744,1.174,0.365,0.41,0.89,0.174,0.411,0.423,0.461,0.179,2.576,0.633,0.57,0.9,NA,NA,NA,NA,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,0.418,0.605,0.332,0.308,1.076,0.416,0.274,1.518,0.964216768741608,0.898558139801025,1.07307112216949
1996,48,0.935,0.942,1.008,0.593,0.76,1.281,0.811,0.84,1.036,0.716,0.711,0.994,0.166,0.2,1.202,NA,NA,NA,0.832,0.549,1.516,47235,25000,1.889,0.73,0.529,1.38,0.693,0.647,1.07,0.922,0.706,1.307,0.378,0.438,0.863,0.164,0.49,0.334,0.458,0.072,6.36,0.544,0.569,1.047,NA,NA,NA,NA,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,0.381,0.701,0.23,0.361,0.637,0.503,0.258,1.949,0.96405041217804,0.902331233024597,1.06839966773987
1996,49,0.973,0.956,0.982,0.587,0.788,1.341,0.906,0.926,1.022,0.816,0.803,0.984,0.179,0.215,1.199,NA,NA,NA,0.831,0.616,1.348,42956,29000,1.481,0.785,0.503,1.559,0.692,0.639,1.081,0.947,0.684,1.384,0.42,0.451,0.93,0.179,0.413,0.434,0.401,0.136,2.954,0.34,0.579,1.704,NA,NA,NA,NA,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,0.254,1.116,0.264,0.514,0.515,0.453,0.233,1.945,0.97012197971344,0.89322692155838,1.08608686923981
1996,50,0.96,0.957,0.997,0.661,0.755,1.142,0.891,0.904,1.014,0.824,0.801,0.972,0.25,0.239,0.953,NA,NA,NA,0.814,0.789,1.031,38390,34640,1.108,0.73,0.622,1.174,0.706,0.641,1.1,0.902,0.727,1.24,0.401,0.442,0.907,0.159,0.445,0.358,0.44,0.113,3.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299,0.612,0.488,0.278,0.112,2.488,0.423,0.276,1.535,0.958254873752594,1,0.958254873752594
1996,51,0.963,0.954,0.991,0.579,0.726,1.256,0.88,0.919,1.045,0.789,0.755,0.956,0.217,0.25,1.153,NA,NA,NA,0.807,0.679,1.188,40522,32968,1.229,0.746,0.586,1.274,0.647,0.65,0.995,0.902,0.889,1.014,0.378,0.451,0.839,0.186,0.474,0.393,0.436,0.075,5.782,0.572,0.635,1.111,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,0.445,0.627,0.257,0.283,0.91,0.464,0.272,1.703,0.962991237640381,0.948018908500671,1.01579332351685
1996,53,0.927,0.915,0.987,0.617,0.781,1.266,0.867,0.884,1.019,0.857,0.841,0.981,0.2,0.236,1.178,NA,NA,NA,0.874,0.67,1.304,43437,36430,1.192,0.683,0.45,1.517,0.695,0.701,0.992,0.897,0.743,1.208,0.369,0.449,0.822,0.2,0.464,0.43,0.431,0.087,4.943,0.566,0.666,1.178,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,0.408,0.758,0.257,0.38,0.678,0.433,0.212,2.041,0.929566264152527,0.859735548496246,1.081223487854
1996,54,0.908,0.876,0.964,0.47,0.619,1.317,0.821,0.846,1.031,0.713,0.716,1.005,0.111,0.14,1.266,NA,NA,NA,0.716,0.658,1.089,31200,21192,1.472,0.774,0.376,2.06,0.538,0.503,1.07,0.836,0.725,1.154,0.319,0.35,0.911,0.146,0.577,0.253,0.535,0.073,7.334,0.21,0.541,2.575,NA,NA,NA,NA,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,0.611,0.567,0.317,0.19,1.668,0.337,0.2,1.69,0.895751714706421,0.723139882087708,1.23869776725769
1996,55,0.965,0.95,0.984,0.707,0.813,1.149,0.893,0.937,1.049,0.821,0.83,1.01,0.193,0.22,1.141,NA,NA,NA,0.838,0.695,1.205,49000,28040,1.748,0.753,0.471,1.599,0.766,0.685,1.117,0.942,0.69,1.365,0.358,0.392,0.913,0.151,0.497,0.304,0.491,0.111,4.427,0.516,0.699,1.356,NA,NA,NA,NA,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,0.455,0.673,0.309,0.293,1.056,0.385,0.252,1.524,0.96537047624588,0.856419622898102,1.1272166967392
1996,56,0.928,0.938,1.011,0.636,0.778,1.224,0.857,0.9,1.05,0.829,0.808,0.976,0.198,0.214,1.082,NA,NA,NA,0.835,0.634,1.316,39006,25000,1.56,0.722,0.514,1.403,0.71,0.652,1.09,0.898,0.668,1.344,0.371,0.433,0.857,0.102,0.462,0.22,0.528,0.105,5.008,0.487,0.693,1.423,NA,NA,NA,NA,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,0.299,0.888,0.323,0.456,0.709,0.411,0.245,1.677,0.937831401824951,0.890321969985962,1.05336213111877
1997,1,0.953,0.954,1.001,0.586,0.68,1.16,0.83,0.895,1.079,0.729,0.703,0.964,0.173,0.155,0.894,NA,NA,NA,0.762,0.6,1.269,42000,24500,1.714,0.794,0.641,1.238,0.638,0.608,1.051,0.924,0.716,1.291,0.394,0.398,0.99,0.129,0.465,0.278,0.477,0.137,3.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258,0.398,0.648,0.278,0.393,0.708,0.463,0.208,2.223,0.970253050327301,0.90792053937912,1.06865417957306
1997,2,0.926,0.874,0.944,0.687,0.775,1.128,0.913,0.924,1.012,0.852,0.823,0.966,0.232,0.232,0.997,NA,NA,NA,0.871,0.709,1.228,60791,49000,1.241,0.753,0.597,1.262,0.772,0.572,1.351,0.934,0.868,1.076,0.423,0.476,0.889,0.172,0.464,0.371,0.405,0.06,6.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,0.429,0.669,0.242,0.243,0.994,0.471,0.328,1.438,0.911320805549622,0.871574461460114,1.0456029176712
